Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
807506,MALARIA_PF_INDIG,COUNTRY,SLE,AFR,Africa,YEAR,2014,,,,,,,,,1 374 476,1374476,,,,2023-05-10T14:52:47Z,2014,2014-01-01,2014-12-31
826773,MALARIA_PF_INDIG,COUNTRY,ZMB,AFR,Africa,YEAR,2021,,,,,,,,,6 769 142,6769142,,,,2023-05-10T14:52:39Z,2021,2021-01-01,2021-12-31
826672,MALARIA_PF_INDIG,COUNTRY,TJK,EUR,Europe,YEAR,2020,,,,,,,,,0,0,,,,2023-05-10T14:52:41Z,2020,2020-01-01,2020-12-31
807712,MALARIA_PF_INDIG,COUNTRY,CAF,AFR,Africa,YEAR,2017,,,,,,,,,383 309,383309,,,,2023-05-10T14:52:42Z,2017,2017-01-01,2017-12-31
817344,MALARIA_PF_INDIG,COUNTRY,ARM,EUR,Europe,YEAR,2020,,,,,,,,,0,0,,,,2023-05-10T14:52:43Z,2020,2020-01-01,2020-12-31
807503,MALARIA_PF_INDIG,REGION,SEAR,,,YEAR,2014,,,,,,,,,1 040 717,1040717,,,,2023-05-10T14:52:38Z,2014,2014-01-01,2014-12-31
817342,MALARIA_PF_INDIG,REGION,AMR,,,YEAR,2020,,,,,,,,,121 587,121587,,,,2023-05-10T14:52:47Z,2020,2020-01-01,2020-12-31
817215,MALARIA_PF_INDIG,COUNTRY,RWA,AFR,Africa,YEAR,2018,,,,,,,,,1 657 793,1657793,,,,2023-05-10T14:52:36Z,2018,2018-01-01,2018-12-31
817315,MALARIA_PF_INDIG,COUNTRY,SEN,AFR,Africa,YEAR,2019,,,,,,,,,354 663,354663,,,,2023-05-10T14:52:36Z,2019,2019-01-01,2019-12-31
826687,MALARIA_PF_INDIG,REGION,AFR,,,YEAR,2021,,,,,,,,,146 860 895,146860895,,,,2023-05-10T14:52:48Z,2021,2021-01-01,2021-12-31
826635,MALARIA_PF_INDIG,COUNTRY,IND,SEAR,South-East Asia,YEAR,2020,,,,,,,,,117 567,117567,,,,2023-05-10T14:52:36Z,2020,2020-01-01,2020-12-31
826729,MALARIA_PF_INDIG,COUNTRY,KOR,WPR,Western Pacific,YEAR,2021,,,,,,,,,0,0,,,,2023-05-10T14:52:37Z,2021,2021-01-01,2021-12-31
798650,MALARIA_PF_INDIG,COUNTRY,BRA,AMR,Americas,YEAR,2012,,,,,,,,,31 913,31913,,,,2023-05-10T14:52:38Z,2012,2012-01-01,2012-12-31
798796,MALARIA_PF_INDIG,COUNTRY,TKM,EUR,Europe,YEAR,2013,,,,,,,,,0,0,,,,2023-05-10T14:52:41Z,2013,2013-01-01,2013-12-31
817165,MALARIA_PF_INDIG,COUNTRY,CMR,AFR,Africa,YEAR,2018,,,,,,,,,1 249 705,1249705,,,,2023-05-10T14:52:48Z,2018,2018-01-01,2018-12-31
789555,MALARIA_PF_INDIG,COUNTRY,CPV,AFR,Africa,YEAR,2010,,,,,,,,,47,47,,,,2023-05-10T14:52:38Z,2010,2010-01-01,2010-12-31
817287,MALARIA_PF_INDIG,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2019,,,,,,,,,0,0,,,,2023-05-10T14:52:46Z,2019,2019-01-01,2019-12-31
807638,MALARIA_PF_INDIG,COUNTRY,GAB,AFR,Africa,YEAR,2016,,,,,,,,,23 915,23915,,,,2023-05-10T14:52:47Z,2016,2016-01-01,2016-12-31
789662,MALARIA_PF_INDIG,COUNTRY,KHM,WPR,Western Pacific,YEAR,2011,,,,,,,,,7 054,7054,,,,2023-05-10T14:52:40Z,2011,2011-01-01,2011-12-31
798766,MALARIA_PF_INDIG,COUNTRY,LBR,AFR,Africa,YEAR,2013,,,,,,,,,1 244 220,1244220,,,,2023-05-10T14:52:37Z,2013,2013-01-01,2013-12-31
798744,MALARIA_PF_INDIG,COUNTRY,ERI,AFR,Africa,YEAR,2013,,,,,,,,,12 482,12482,,,,2023-05-10T14:52:40Z,2013,2013-01-01,2013-12-31
807577,MALARIA_PF_INDIG,COUNTRY,NAM,AFR,Africa,YEAR,2015,,,,,,,,,9 162,9162,,,,2023-05-10T14:52:48Z,2015,2015-01-01,2015-12-31
826747,MALARIA_PF_INDIG,COUNTRY,PNG,WPR,Western Pacific,YEAR,2021,,,,,,,,,181 927,181927,,,,2023-05-10T14:52:45Z,2021,2021-01-01,2021-12-31
826743,MALARIA_PF_INDIG,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,94 543,94543,,,,2023-05-10T14:52:38Z,2021,2021-01-01,2021-12-31
798725,MALARIA_PF_INDIG,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2013,,,,,,,,,1 877,1877,,,,2023-05-10T14:52:44Z,2013,2013-01-01,2013-12-31
807669,MALARIA_PF_INDIG,COUNTRY,PAK,EMR,Eastern Mediterranean,YEAR,2016,,,,,,,,,43 821,43821,,,,2023-05-10T14:52:38Z,2016,2016-01-01,2016-12-31
807533,MALARIA_PF_INDIG,COUNTRY,BEN,AFR,Africa,YEAR,2015,,,,,,,,,1 268 347,1268347,,,,2023-05-10T14:52:40Z,2015,2015-01-01,2015-12-31
